county_fips,county,state,annual_zhvi_2015,annual_zhvi_2024,median_household_income_2015,median_household_income_2024,payment_burden_2015_pct,payment_burden_2024_pct,zhvi_growth_pct,income_growth_pct,payment_growth_pct,burden_change_pp
29051,Cole County,MO,140806.89,255893.38,56393.0,75881.0,11.24,20.94,81.73,34.56,150.67,9.7
29053,Cooper County,MO,128274.11,233054.05,46632.0,73980.0,12.38,19.56,81.68,58.65,150.6,7.18
29055,Crawford County,MO,125224.69,199837.29,38491.0,59081.0,14.64,21.0,59.58,53.49,120.12,6.36
29057,Dade County,MO,97697.64,181372.4,38516.0,56747.0,11.42,19.84,85.65,47.33,156.07,8.43
29059,Dallas County,MO,108579.22,226692.43,37780.0,53767.0,12.94,26.17,108.78,42.32,187.98,13.24
29061,Daviess County,MO,110548.9,240272.1,43135.0,63306.0,11.54,23.56,117.34,46.76,199.79,12.03
29063,DeKalb County,MO,131955.92,221829.77,44429.0,64148.0,13.37,21.47,68.11,44.38,131.88,8.1
29067,Douglas County,MO,95493.39,215346.33,32979.0,47781.0,13.03,27.98,125.51,44.88,211.05,14.95
29069,Dunklin County,MO,81595.37,87811.94,31920.0,47022.0,11.51,11.59,7.62,47.31,48.44,0.09
29077,Greene County,MO,121180.87,249553.32,43885.0,66286.0,12.43,23.37,105.93,51.04,184.05,10.94
29079,Grundy County,MO,69542.93,111475.64,38763.0,52924.0,8.07,13.08,60.3,36.53,121.1,5.0
29081,Harrison County,MO,70652.35,122762.57,38005.0,55569.0,8.37,13.71,73.76,46.21,139.66,5.35
29089,Howard County,MO,111036.2,204545.4,44634.0,60980.0,11.2,20.82,84.22,36.62,154.09,9.63
29095,Jackson County,MO,110796.79,242845.69,48364.0,70661.0,10.31,21.34,119.18,46.1,202.32,11.02
29097,Jasper County,MO,119856.48,206759.24,43724.0,62016.0,12.34,20.7,72.51,41.84,137.94,8.36
29099,Jefferson County,MO,168477.63,274265.51,58747.0,86073.0,12.91,19.78,62.79,46.51,124.54,6.87
29101,Johnson County,MO,153064.11,268332.44,44109.0,68188.0,15.62,24.43,75.31,54.59,141.8,8.81
29105,Laclede County,MO,122822.1,221421.74,40741.0,58327.0,13.57,23.57,80.28,43.17,148.66,10.0
29107,Lafayette County,MO,104900.12,214211.73,50325.0,74488.0,9.38,17.85,104.21,48.01,181.66,8.47
29109,Lawrence County,MO,98208.11,200337.51,41619.0,62434.0,10.62,19.92,103.99,50.01,181.37,9.3
29113,Lincoln County,MO,153533.39,290573.96,54584.0,93517.0,12.66,19.29,89.26,71.33,161.05,6.63
29115,Linn County,MO,69787.12,131697.71,39618.0,57520.0,7.93,14.21,88.71,45.19,160.3,6.29
29117,Livingston County,MO,109380.38,174905.59,40808.0,62122.0,12.06,17.48,59.91,52.23,120.56,5.42
29119,McDonald County,MO,115337.55,212523.46,37939.0,54502.0,13.68,24.21,84.26,43.66,154.16,10.52
29121,Macon County,MO,105974.46,184942.83,41080.0,60822.0,11.61,18.88,74.52,48.06,140.71,7.27
29127,Marion County,MO,109408.47,174936.54,41297.0,59490.0,11.92,18.26,59.89,44.05,120.54,6.33
29131,Miller County,MO,134019.08,248356.54,40077.0,64343.0,15.05,23.96,85.31,60.55,155.61,8.91
29135,Moniteau County,MO,122494.34,216713.13,50525.0,69870.0,10.91,19.26,76.92,38.29,144.02,8.34
29137,Monroe County,MO,121660.23,188303.45,44048.0,63949.0,12.43,18.28,54.78,45.18,113.49,5.85
29143,New Madrid County,MO,50510.26,100046.64,36386.0,53120.0,6.25,11.69,98.07,45.99,173.2,5.44
29145,Newton County,MO,106340.41,228501.0,46125.0,66231.0,10.38,21.42,114.88,43.59,196.38,11.04
29147,Nodaway County,MO,130526.91,210332.81,44119.0,63242.0,13.32,20.65,61.14,43.34,122.27,7.33
29151,Osage County,MO,128988.82,256657.37,55962.0,79468.0,10.37,20.05,98.98,42.0,174.45,9.68
29155,Pemiscot County,MO,82602.4,90132.49,29621.0,43377.0,12.55,12.9,9.12,46.44,50.51,0.35
29157,Perry County,MO,120264.32,209560.41,47226.0,69940.0,11.46,18.6,74.25,48.1,140.35,7.14
29159,Pettis County,MO,84328.55,177645.24,42137.0,60038.0,9.01,18.37,110.66,42.48,190.57,9.36
29165,Platte County,MO,214883.19,381168.43,72548.0,92305.0,13.33,25.64,77.38,27.23,144.67,12.3
29167,Polk County,MO,126873.75,261524.5,41326.0,60993.0,13.82,26.62,106.13,47.59,184.32,12.8
29169,Pulaski County,MO,132783.88,208025.59,46756.0,59368.0,12.78,21.75,56.66,26.97,116.09,8.97
29173,Ralls County,MO,133536.56,239760.02,51015.0,80041.0,11.78,18.6,79.55,56.9,147.65,6.81
29175,Randolph County,MO,89307.59,163812.06,39976.0,61452.0,10.06,16.55,83.42,53.72,153.0,6.49
29177,Ray County,MO,107630.39,239128.63,54361.0,76920.0,8.91,19.3,122.18,41.5,206.45,10.39
29183,Saint Charles County,MO,204288.1,362710.98,74009.0,103890.0,12.42,21.67,77.55,40.37,144.9,9.25
29185,Saint Clair County,MO,96134.52,194178.48,35128.0,58334.0,12.32,20.67,101.99,66.06,178.6,8.35
29187,Saint Francois County,MO,97056.47,184827.71,41222.0,58563.0,10.6,19.59,90.43,42.07,162.67,9.0
29189,Saint Louis County,MO,160090.84,277855.89,61569.0,84109.0,11.7,20.51,73.56,36.61,139.4,8.81
29195,Saline County,MO,136554.86,170368.07,41958.0,60641.0,14.65,17.44,24.76,44.53,72.09,2.79
29205,Shelby County,MO,107338.53,163816.4,41696.0,55114.0,11.59,18.45,52.62,32.18,110.51,6.87
29209,Stone County,MO,163585.68,317094.65,42186.0,64377.0,17.45,30.58,93.84,52.6,167.37,13.13
29213,Taney County,MO,127089.48,254660.3,39320.0,57978.0,14.55,27.27,100.38,47.45,176.39,12.72
29215,Texas County,MO,97034.59,187562.87,34935.0,49849.0,12.5,23.36,93.29,42.69,166.62,10.86
29219,Warren County,MO,188089.1,317199.72,51933.0,85698.0,16.3,22.98,68.64,65.02,132.61,6.68
29221,Washington County,MO,81171.35,178254.98,37986.0,54645.0,9.62,20.25,119.6,43.86,202.9,10.63
29225,Webster County,MO,131499.35,256199.15,43418.0,65325.0,13.63,24.35,94.83,50.46,168.73,10.72
29510,Saint Louis City,MO,104058.38,182027.08,37948.0,53962.0,12.34,20.94,74.93,42.2,141.28,8.6
30001,Beaverhead County,MT,182034.3,380927.4,41083.0,65999.0,19.94,35.83,109.26,60.65,188.64,15.89
30007,Broadwater County,MT,201091.35,518133.64,51360.0,91182.0,17.62,35.28,157.66,77.54,255.4,17.65
30013,Cascade County,MT,168326.34,311467.52,45597.0,63905.0,16.62,30.26,85.04,40.15,155.23,13.64
30015,Chouteau County,MT,123770.48,253719.92,40280.0,62944.0,13.83,25.02,104.99,56.27,182.75,11.19
30023,Deer Lodge County,MT,101129.66,281509.33,37979.0,63310.0,11.98,27.6,178.36,66.7,283.95,15.62
30029,Flathead County,MT,266737.9,644726.99,48063.0,76444.0,24.98,52.36,141.71,59.05,233.39,27.38
30031,Gallatin County,MT,311760.81,715182.11,57358.0,100953.0,24.46,43.98,129.4,76.01,216.42,19.52
30039,Granite County,MT,183509.99,443097.87,43470.0,66105.0,19.0,41.61,141.46,52.07,233.05,22.61
30041,Hill County,MT,118323.83,213886.8,44178.0,63163.0,12.05,21.02,80.76,42.97,149.33,8.97
30043,Jefferson County,MT,219115.97,498601.71,62508.0,95295.0,15.78,32.48,127.55,52.45,213.87,16.7
30047,Lake County,MT,259432.51,592520.44,39383.0,61452.0,29.65,59.86,128.39,56.04,215.02,30.21
30049,Lewis and Clark County,MT,219106.77,445549.89,56755.0,85284.0,17.38,32.43,103.35,50.27,180.48,15.06
30053,Lincoln County,MT,180970.75,417964.48,37281.0,55573.0,21.85,46.69,130.96,49.07,218.56,24.84
30061,Mineral County,MT,164883.48,397696.06,39584.0,61150.0,18.75,40.38,141.2,54.48,232.69,21.63
30063,Missoula County,MT,262981.81,567248.4,44998.0,76277.0,26.3,46.17,115.7,69.51,197.52,19.86
30067,Park County,MT,258667.06,578712.28,45642.0,73761.0,25.51,48.71,123.73,61.61,208.59,23.2
30073,Pondera County,MT,118208.1,233490.92,41168.0,63135.0,12.92,22.96,97.53,53.36,172.45,10.04
30077,Powell County,MT,140236.03,308260.58,42755.0,65069.0,14.76,29.41,119.82,52.19,203.2,14.65
30081,Ravalli County,MT,249916.96,595738.26,48468.0,72460.0,23.21,51.04,138.37,49.5,228.79,27.83
30089,Sanders County,MT,179407.32,433737.23,36564.0,59864.0,22.08,44.98,141.76,63.72,233.47,22.9
30093,Silver Bow County,MT,111988.49,273846.78,42658.0,65459.0,11.82,25.97,144.53,53.45,237.29,14.16
30095,Stillwater County,MT,203300.21,433287.32,60052.0,85796.0,15.24,31.35,113.13,42.87,193.97,16.12
30097,Sweet Grass County,MT,171328.75,402440.02,48361.0,73627.0,15.95,33.93,134.89,52.24,223.99,17.99
30099,Teton County,MT,150013.28,318001.64,47598.0,64349.0,14.19,30.68,111.98,35.19,192.39,16.49
30111,Yellowstone County,MT,238960.68,393740.39,57326.0,77321.0,18.76,31.61,64.77,34.88,127.27,12.85
31001,Adams County,NE,117853.83,202074.77,48579.0,74092.0,10.92,16.93,71.46,52.52,136.5,6.01
31019,Buffalo County,NE,177798.1,277935.49,55813.0,75364.0,14.34,22.9,56.32,35.03,115.62,8.56
31021,Burt County,NE,83942.37,172959.67,49792.0,71088.0,7.59,15.1,106.05,42.77,184.2,7.52
31023,Butler County,NE,104842.39,210074.81,55542.0,80401.0,8.5,16.22,100.37,44.76,176.38,7.72
31025,Cass County,NE,159237.49,292009.39,66519.0,92296.0,10.77,19.64,83.38,38.75,152.94,8.87
31037,Colfax County,NE,102999.48,209007.38,50744.0,74226.0,9.14,17.48,102.92,46.28,179.89,8.35
31039,Cuming County,NE,117992.52,238585.85,56995.0,74666.0,9.32,19.84,102.2,31.0,178.9,10.52
31043,Dakota County,NE,123748.65,222683.06,49093.0,75195.0,11.35,18.38,79.95,53.17,148.21,7.04
31047,Dawson County,NE,113666.63,195409.31,47991.0,73090.0,10.66,16.6,71.91,52.3,137.12,5.94
31053,Dodge County,NE,114627.81,227685.25,48969.0,70530.0,10.54,20.04,98.63,44.03,173.97,9.51
31055,Douglas County,NE,152279.53,291760.32,58405.0,80742.0,11.74,22.43,91.6,38.25,164.27,10.7
31063,Frontier County,NE,97876.69,167628.33,50700.0,66591.0,8.69,15.63,71.26,31.34,136.23,6.94
31067,Gage County,NE,101889.39,186359.5,50746.0,74705.0,9.04,15.49,82.9,47.21,152.28,6.45
31079,Hall County,NE,141395.95,245760.21,50093.0,71025.0,12.7,21.48,73.81,41.79,139.74,8.78
31081,Hamilton County,NE,138168.49,267981.27,65103.0,85288.0,9.55,19.51,93.95,31.0,167.52,9.95
31095,Jefferson County,NE,73414.34,138924.51,46812.0,63621.0,7.06,13.56,89.23,35.91,161.01,6.5
31099,Kearney County,NE,137404.19,221838.72,50645.0,82540.0,12.21,16.69,61.45,62.98,122.69,4.47
31101,Keith County,NE,118674.96,223294.85,46888.0,63394.0,11.39,21.87,88.16,35.2,159.53,10.48
31109,Lancaster County,NE,160975.66,285358.82,54422.0,76062.0,13.31,23.29,77.27,39.76,144.51,9.98
31111,Lincoln County,NE,131019.88,204264.49,53856.0,69128.0,10.95,18.34,55.9,28.36,115.04,7.39
31119,Madison County,NE,134033.48,236278.15,51330.0,69056.0,11.75,21.24,76.28,34.53,143.15,9.49
31121,Merrick County,NE,114028.18,203690.75,51219.0,73291.0,10.02,17.25,78.63,43.09,146.39,7.23
31131,Otoe County,NE,124431.3,223727.28,53015.0,81191.0,10.56,17.11,79.8,53.15,148.0,6.54
31133,Pawnee County,NE,103425.0,169977.05,43646.0,62600.0,10.67,16.86,64.35,43.43,126.69,6.19
31137,Phelps County,NE,129969.38,202777.15,55566.0,78735.0,10.53,15.99,56.02,41.7,115.2,5.46
31139,Pierce County,NE,134660.11,242183.62,56744.0,85583.0,10.68,17.57,79.85,50.82,148.07,6.89
31141,Platte County,NE,141144.38,260079.02,58554.0,74367.0,10.85,21.71,84.26,27.01,154.16,10.86
31145,Red Willow County,NE,96142.79,168843.93,49308.0,66951.0,8.78,15.66,75.62,35.78,142.23,6.88
31151,Saline County,NE,91160.38,194791.66,55850.0,80352.0,7.35,15.05,113.68,43.87,194.73,7.7
31153,Sarpy County,NE,194850.48,348312.2,73856.0,102043.0,11.87,21.19,78.76,38.16,146.57,9.32
31155,Saunders County,NE,175930.65,330732.63,61025.0,90988.0,12.98,22.57,87.99,49.1,159.3,9.59
31157,Scotts Bluff County,NE,115520.68,179926.27,43428.0,64569.0,11.97,17.3,55.75,48.68,114.83,5.33
31159,Seward County,NE,163712.78,284898.65,62455.0,82422.0,11.8,21.46,74.02,31.97,140.03,9.66
31167,Stanton County,NE,133395.73,243592.68,56423.0,78313.0,10.64,19.31,82.61,38.8,151.88,8.67
31177,Washington County,NE,202863.1,380971.12,68435.0,97167.0,13.34,24.34,87.8,41.98,159.03,11.0
31179,Wayne County,NE,128456.34,223539.39,54503.0,70905.0,10.61,19.57,74.02,30.09,140.03,8.96
31181,Webster County,NE,78365.59,139084.21,40444.0,61235.0,8.72,14.1,77.48,51.41,144.8,5.38
32001,Churchill County,NV,163358.47,371412.87,54134.0,75479.0,13.58,30.55,127.36,39.43,213.6,16.97
32003,Clark County,NV,204621.03,435994.66,51624.0,80047.0,17.84,33.81,113.07,55.06,193.9,15.97
32005,Douglas County,NV,349317.11,677581.92,63620.0,101862.0,24.71,41.3,93.97,60.11,167.55,16.58
32007,Elko County,NV,243733.68,354535.55,76518.0,91128.0,14.34,24.15,45.46,19.09,100.64,9.82
32011,Eureka County,NV,131479.45,145556.83,65459.0,82162.0,9.04,11.0,10.71,25.52,52.7,1.96
32015,Lander County,NV,145565.45,246608.01,76713.0,92510.0,8.54,16.55,69.41,20.59,133.68,8.01
32017,Lincoln County,NV,140174.75,228098.83,51788.0,72249.0,12.18,19.6,62.72,39.51,124.45,7.42
32019,Lyon County,NV,176671.74,406957.88,51934.0,77802.0,15.31,32.47,130.35,49.81,217.72,17.16
32021,Mineral County,NV,85122.64,141604.53,42164.0,58610.0,9.09,15.0,66.35,39.0,129.45,5.91
32023,Nye County,NV,146961.2,345743.17,43819.0,65910.0,15.1,32.57,135.26,50.41,224.5,17.47
32027,Pershing County,NV,100779.77,233335.01,54416.0,68559.0,8.34,21.13,131.53,25.99,219.35,12.79
32029,Storey County,NV,234601.38,490085.02,61594.0,92548.0,17.14,32.88,108.9,50.25,188.14,15.73
32031,Washoe County,NV,272702.09,561127.2,56457.0,91178.0,21.74,38.21,105.77,61.5,183.82,16.47
32033,White Pine County,NV,120824.77,191307.57,54975.0,71474.0,9.89,16.62,58.33,30.01,118.39,6.72
32510,Carson City,NV,216784.17,484551.94,47015.0,72143.0,20.75,41.7,123.52,53.45,208.3,20.94
33001,Belknap County,NH,217709.97,488616.62,63377.0,88870.0,15.46,34.13,124.43,40.22,209.57,18.67
33005,Cheshire County,NH,178266.18,363802.69,60339.0,81728.0,13.3,27.63,104.08,35.45,181.49,14.34
33007,Coos County,NH,105750.71,250686.84,40286.0,59499.0,11.81,26.16,137.05,47.69,226.97,14.34
33009,Grafton County,NH,193418.13,408726.68,57827.0,85260.0,15.05,29.76,111.32,47.44,191.47,14.71
33011,Hillsborough County,NH,242498.69,500110.13,73474.0,105060.0,14.86,29.55,106.23,42.99,184.46,14.7
33013,Merrimack County,NH,221864.03,463092.02,68148.0,95305.0,14.65,30.17,108.73,39.85,187.9,15.51
33015,Rockingham County,NH,293625.92,598624.04,87103.0,119559.0,15.17,31.08,103.87,37.26,181.21,15.91
33017,Strafford County,NH,222102.73,476966.27,60931.0,82816.0,16.41,35.75,114.75,35.92,196.21,19.35
33019,Sullivan County,NH,175197.64,367074.38,53804.0,88661.0,14.66,25.7,109.52,64.79,189.0,11.05
34001,Atlantic County,NJ,191617.74,354444.12,53296.0,74693.0,16.18,29.46,84.97,40.15,155.14,13.28
34003,Bergen County,NJ,468834.28,709933.74,88512.0,121894.0,23.84,36.16,51.43,37.71,108.86,12.32
34005,Burlington County,NJ,229347.25,402237.12,74844.0,106525.0,13.79,23.44,75.38,42.33,141.91,9.65
34007,Camden County,NJ,172447.07,330710.97,63589.0,91411.0,12.21,22.46,91.78,43.75,164.52,10.25
34009,Cape May County,NJ,377207.18,724577.61,55632.0,91758.0,30.52,49.02,92.09,64.94,164.95,18.51
34011,Cumberland County,NJ,153463.9,264978.26,50259.0,66986.0,13.74,24.56,72.66,33.28,138.16,10.81
34013,Essex County,NJ,356804.27,618958.46,52206.0,84900.0,30.76,45.26,73.47,62.62,139.27,14.5
34015,Gloucester County,NJ,206251.99,359748.98,76780.0,104403.0,12.09,21.39,74.42,35.98,140.58,9.3
34017,Hudson County,NJ,367731.62,623957.77,60053.0,93468.0,27.56,41.44,69.68,55.64,134.04,13.88
34019,Hunterdon County,NJ,406824.68,605653.68,102797.0,136956.0,17.81,27.45,48.87,33.23,105.34,9.64
34021,Mercer County,NJ,247029.77,434663.72,72172.0,102760.0,15.41,26.26,75.96,42.38,142.7,10.85
34023,Middlesex County,NJ,320649.61,540901.0,78249.0,113828.0,18.44,29.5,68.69,45.47,132.68,11.06
34027,Morris County,NJ,442145.09,663352.59,101754.0,137213.0,19.56,30.01,50.03,34.85,106.94,10.46
34029,Ocean County,NJ,264646.29,507093.6,63478.0,94954.0,18.76,33.15,91.61,49.59,164.29,14.39
34031,Passaic County,NJ,309224.49,551974.79,55723.0,85224.0,24.98,40.21,78.5,52.94,146.21,15.23
34033,Salem County,NJ,167021.75,284528.16,63988.0,81009.0,11.75,21.8,70.35,26.6,134.97,10.06
34035,Somerset County,NJ,409267.81,635369.74,99059.0,134499.0,18.6,29.33,55.25,35.78,114.13,10.73
34037,Sussex County,NJ,234356.05,419694.39,84431.0,114993.0,12.49,22.66,79.08,36.2,147.01,10.16
34039,Union County,NJ,346073.5,601660.33,70581.0,101023.0,22.07,36.97,73.85,43.13,139.8,14.9
34041,Warren County,NJ,242190.35,406039.19,71672.0,94865.0,15.21,26.57,67.65,32.36,131.25,11.36
35001,Bernalillo County,NM,177640.68,339079.65,47870.0,72986.0,16.7,28.84,90.88,52.47,163.28,12.14
35005,Chaves County,NM,121574.91,172909.24,39265.0,55258.0,13.94,19.43,42.22,40.73,96.17,5.49
35007,Colfax County,NM,171452.59,250569.96,37269.0,55466.0,20.71,28.05,46.15,48.83,101.58,7.34
35013,Dona Ana County,NM,166752.32,288148.09,39421.0,60154.0,19.04,29.74,72.8,52.59,138.35,10.7
35017,Grant County,NM,139642.38,217940.54,39792.0,49111.0,15.79,27.55,56.07,23.42,115.27,11.76
35025,Lea County,NM,230692.82,195935.66,54686.0,73147.0,18.99,16.63,-15.07,33.76,17.15,-2.36
35027,Lincoln County,NM,258966.43,362616.09,40297.0,61803.0,28.92,36.42,40.02,53.37,93.14,7.5
35028,Los Alamos County,NM,251947.41,567427.8,107126.0,149062.0,10.59,23.63,125.22,39.15,210.65,13.05
35029,Luna County,NM,134593.09,161023.51,27151.0,41456.0,22.31,24.11,19.64,52.69,65.02,1.8
35031,McKinley County,NM,162814.69,216208.65,29040.0,45517.0,25.23,29.49,32.79,56.74,83.17,4.25
35037,Quay County,NM,76494.88,104919.2,29047.0,47346.0,11.85,13.76,37.16,63.0,89.19,1.9
35039,Rio Arriba County,NM,198756.14,317777.53,37319.0,62153.0,23.97,31.74,59.88,66.55,120.53,7.77
35041,Roosevelt County,NM,144183.53,144697.82,38053.0,53508.0,17.05,16.79,0.36,40.61,38.42,-0.27
35043,Sandoval County,NM,183352.45,368942.92,62833.0,90023.0,13.13,25.44,101.22,43.27,177.55,12.31
35045,San Juan County,NM,179167.37,254384.47,49173.0,64999.0,16.4,24.3,41.98,32.18,95.84,7.9
35047,San Miguel County,NM,161441.47,235043.85,32303.0,49553.0,22.49,29.45,45.59,53.4,100.82,6.95
35049,Santa Fe County,NM,296764.13,559733.54,55247.0,85540.0,24.18,40.62,88.61,54.83,160.16,16.45
35051,Sierra County,NM,129612.11,180267.39,29432.0,41829.0,19.82,26.75,39.08,42.12,91.84,6.93
35053,Socorro County,NM,170183.48,197729.5,33673.0,47105.0,22.75,26.06,16.19,39.89,60.26,3.31
35055,Taos County,NM,304824.54,467483.21,37092.0,52728.0,36.99,55.04,53.36,42.15,111.53,18.05
35057,Torrance County,NM,177785.22,212568.68,35950.0,56736.0,22.26,23.26,19.56,57.82,64.92,1.0
35061,Valencia County,NM,140629.1,301780.28,42395.0,69309.0,14.93,27.03,114.59,63.48,195.99,12.1
36001,Albany County,NY,213771.69,343344.81,57312.0,81237.0,16.79,26.24,60.61,41.75,121.54,9.45
36003,Allegany County,NY,72439.28,125495.62,44331.0,61154.0,7.35,12.74,73.24,37.95,138.96,5.39
36005,Bronx County,NY,405477.91,455329.03,35102.0,46486.0,51.99,60.81,12.29,32.43,54.89,8.82
36007,Broome County,NY,106672.32,183588.66,46067.0,64727.0,10.42,17.61,72.11,40.51,137.39,7.19
36009,Cattaraugus County,NY,86124.27,155550.32,40933.0,61376.0,9.47,15.73,80.61,49.94,149.12,6.26
36011,Cayuga County,NY,128050.08,220232.52,51925.0,67774.0,11.1,20.17,71.99,30.52,137.23,9.07
36013,Chautauqua County,NY,86157.63,163205.84,43973.0,60051.0,8.82,16.87,89.43,36.56,161.28,8.05
36015,Chemung County,NY,100046.56,154488.74,51285.0,66441.0,8.78,14.44,54.42,29.55,112.99,5.65
36017,Chenango County,NY,92087.8,150913.27,49082.0,63204.0,8.44,14.82,63.88,28.77,126.04,6.38
36019,Clinton County,NY,128195.64,213585.96,46747.0,69302.0,12.34,19.13,66.61,48.25,129.81,6.79
36023,Cortland County,NY,114104.04,186535.9,49894.0,71551.0,10.29,16.18,63.48,43.41,125.49,5.89
36025,Delaware County,NY,134316.01,237257.56,42907.0,63958.0,14.09,23.03,76.64,49.06,143.64,8.94
36027,Dutchess County,NY,247788.15,453473.74,71348.0,94933.0,15.63,29.65,83.01,33.06,152.43,14.02
36029,Erie County,NY,145445.95,279413.81,52176.0,73040.0,12.55,23.75,92.11,39.99,164.98,11.2
36031,Essex County,NY,166323.59,297758.3,52282.0,67881.0,14.32,27.23,79.02,29.84,146.93,12.91
36033,Franklin County,NY,102937.99,167968.91,45682.0,63460.0,10.14,16.43,63.17,38.92,125.07,6.29
36035,Fulton County,NY,115320.3,208646.29,46543.0,66757.0,11.15,19.4,80.93,43.43,149.56,8.25
36037,Genesee County,NY,116454.32,210229.91,53771.0,72993.0,9.75,17.88,80.53,35.75,149.0,8.13
36039,Greene County,NY,177465.45,357174.91,48144.0,79124.0,16.59,28.02,101.26,64.35,177.61,11.43
36041,Hamilton County,NY,155626.12,260636.77,47997.0,69045.0,14.59,23.44,67.48,43.85,131.0,8.84
36043,Herkimer County,NY,102960.59,185378.35,49504.0,64913.0,9.36,17.73,80.05,31.13,148.34,8.37
36045,Jefferson County,NY,148370.64,217683.26,50179.0,69193.0,13.31,19.53,46.72,37.89,102.37,6.22
36047,Kings County,NY,608371.44,886241.66,51026.0,80696.0,53.66,68.18,45.67,58.15,100.93,14.52
36049,Lewis County,NY,115852.46,185811.83,50846.0,70954.0,10.26,16.26,60.39,39.55,121.22,6.0
36051,Livingston County,NY,130422.25,230044.76,53945.0,77486.0,10.88,18.43,76.38,43.64,143.29,7.55
36053,Madison County,NY,133264.97,232779.65,58094.0,73747.0,10.32,19.6,74.67,26.94,140.93,9.27
36055,Monroe County,NY,139911.09,268201.74,54204.0,76594.0,11.62,21.74,91.69,41.31,164.41,10.12
36057,Montgomery County,NY,108546.69,204872.05,44414.0,61581.0,11.0,20.65,88.74,38.65,160.33,9.65
36059,Nassau County,NY,482338.55,777140.86,101568.0,141824.0,21.37,34.02,61.12,39.63,122.24,12.64
36061,New York County,NY,1362337.91,1201711.77,75136.0,105713.0,81.61,70.57,-11.79,40.7,21.67,-11.04
36063,Niagara County,NY,116074.24,232154.56,48517.0,70329.0,10.77,20.49,100.01,44.96,175.87,9.72
36065,Oneida County,NY,112927.46,209302.0,47390.0,72137.0,10.73,18.01,85.34,52.22,155.65,7.29
36067,Onondaga County,NY,134766.96,253429.69,57114.0,78198.0,10.62,20.12,88.05,36.92,159.38,9.5
36069,Ontario County,NY,168868.27,299521.43,58085.0,83661.0,13.09,22.23,77.37,44.03,144.65,9.14
36071,Orange County,NY,222952.8,435695.74,71162.0,94789.0,14.1,28.54,95.42,33.2,169.55,14.43
36073,Orleans County,NY,97495.19,186261.79,48126.0,68338.0,9.12,16.92,91.05,42.0,163.52,7.8
36075,Oswego County,NY,107990.29,189891.95,49391.0,68379.0,9.84,17.24,75.84,38.44,142.54,7.4
36077,Otsego County,NY,130713.73,210802.22,47942.0,67404.0,12.27,19.42,61.27,40.59,122.44,7.14
36079,Putnam County,NY,306322.89,525656.98,90497.0,120898.0,15.23,26.99,71.6,33.59,136.69,11.76
36081,Queens County,NY,500747.81,687261.48,60241.0,84684.0,37.41,50.38,37.25,40.58,89.31,12.97
36083,Rensselaer County,NY,181828.32,297665.87,60117.0,83097.0,13.61,22.24,63.71,38.23,125.8,8.63
36085,Richmond County,NY,420768.77,669958.44,71058.0,96437.0,26.65,43.13,59.22,35.72,119.62,16.48
36087,Rockland County,NY,395841.33,710591.26,84249.0,103771.0,21.15,42.51,79.51,23.17,147.61,21.36
36089,Saint Lawrence County,NY,87451.29,138216.79,42811.0,62800.0,9.19,13.66,58.05,46.69,118.0,4.47
36091,Saratoga County,NY,270098.53,433124.89,75029.0,101168.0,16.2,26.58,60.36,34.84,121.19,10.38
36093,Schenectady County,NY,170573.76,289305.69,59432.0,79899.0,12.92,22.48,69.61,34.44,133.94,9.56
36095,Schoharie County,NY,124991.6,225216.55,50588.0,69107.0,11.12,20.23,80.19,36.61,148.53,9.11
36097,Schuyler County,NY,140458.0,235942.4,49664.0,64202.0,12.73,22.81,67.98,29.27,131.7,10.09
36099,Seneca County,NY,117179.45,209122.59,49813.0,68055.0,10.59,19.08,78.46,36.62,146.16,8.49
36101,Steuben County,NY,104685.87,166271.32,47352.0,68152.0,9.95,15.15,58.83,43.93,119.08,5.2
36103,Suffolk County,NY,401016.01,675080.39,87634.0,125969.0,20.6,33.27,68.34,43.74,132.2,12.67
36105,Sullivan County,NY,138160.25,302221.97,49161.0,66973.0,12.65,28.01,118.75,36.23,201.72,15.37
36107,Tioga County,NY,122722.16,191193.54,57541.0,72102.0,9.6,16.46,55.79,25.31,114.89,6.86
36109,Tompkins County,NY,204219.75,334497.68,55839.0,72326.0,16.46,28.71,63.79,29.53,125.92,12.25
36111,Ulster County,NY,200895.36,420844.32,58328.0,85977.0,15.5,30.39,109.48,47.4,188.95,14.89
36113,Warren County,NY,207803.23,355990.38,54492.0,72604.0,17.16,30.44,71.31,33.24,136.29,13.28
36115,Washington County,NY,147211.64,242720.78,51188.0,71254.0,12.94,21.15,64.88,39.2,127.42,8.2
36117,Wayne County,NY,121734.61,228703.93,51273.0,70826.0,10.69,20.05,87.87,38.14,159.13,9.36
36119,Westchester County,NY,550686.72,800116.19,85688.0,117896.0,28.93,42.13,45.29,37.59,100.41,13.21
36121,Wyoming County,NY,111911.34,201155.8,52796.0,69751.0,9.54,17.9,79.75,32.11,147.93,8.36
36123,Yates County,NY,167537.0,299076.42,46392.0,70635.0,16.25,26.29,78.51,52.26,146.23,10.03
37003,Alexander County,NC,126365.19,243271.36,41092.0,66198.0,13.84,22.81,92.51,61.1,165.54,8.97
37005,Alleghany County,NC,136540.09,264515.41,36113.0,53354.0,17.02,30.78,93.73,47.74,167.21,13.76
