county_fips,county,state,annual_zhvi_2015,annual_zhvi_2024,median_household_income_2015,median_household_income_2024,payment_burden_2015_pct,payment_burden_2024_pct,zhvi_growth_pct,income_growth_pct,payment_growth_pct,burden_change_pp
17099,La Salle County,IL,108201.84,173846.19,52316.0,72846.0,9.31,14.82,60.67,39.24,121.61,5.51
17103,Lee County,IL,70754.33,165394.34,52581.0,70166.0,6.06,14.63,133.76,33.44,222.43,8.58
17105,Livingston County,IL,94194.3,146226.71,55474.0,76043.0,7.64,11.94,55.24,37.08,114.12,4.3
17107,Logan County,IL,105327.14,128661.86,58191.0,68362.0,8.15,11.68,22.15,17.48,68.49,3.54
17109,McDonough County,IL,92304.81,102480.48,42453.0,62276.0,9.79,10.22,11.02,46.69,53.14,0.43
17111,McHenry County,IL,194033.71,337678.26,80513.0,102725.0,10.85,20.41,74.03,27.59,140.04,9.56
17113,McLean County,IL,174118.9,241717.15,65766.0,81913.0,11.92,18.32,38.82,24.55,91.48,6.4
17115,Macon County,IL,81745.26,113250.91,48302.0,62679.0,7.62,11.22,38.54,29.76,91.09,3.6
17117,Macoupin County,IL,113816.58,144993.09,50460.0,69440.0,10.15,12.96,27.39,37.61,75.71,2.81
17119,Madison County,IL,115662.5,183902.88,52969.0,78648.0,9.83,14.52,59.0,48.48,119.31,4.69
17123,Marshall County,IL,94190.51,131374.17,53610.0,75927.0,7.91,10.74,39.48,41.63,92.38,2.83
17125,Mason County,IL,94908.31,91223.55,43743.0,64300.0,9.77,8.81,-3.88,46.99,32.58,-0.96
17131,Mercer County,IL,140022.69,164008.91,57934.0,81428.0,10.88,12.5,17.13,40.55,61.56,1.63
17133,Monroe County,IL,196774.95,297942.0,79686.0,108674.0,11.11,17.02,51.41,36.38,108.85,5.91
17135,Montgomery County,IL,97026.28,120798.46,46006.0,62882.0,9.49,11.93,24.5,36.68,71.73,2.43
17137,Morgan County,IL,101383.82,129400.85,45259.0,67794.0,10.08,11.85,27.63,49.79,76.05,1.77
17139,Moultrie County,IL,104077.29,161428.48,58975.0,76303.0,7.94,13.13,55.1,29.38,113.94,5.19
17141,Ogle County,IL,123742.66,205223.56,57268.0,80221.0,9.73,15.88,65.85,40.08,128.76,6.16
17143,Peoria County,IL,106181.33,145093.86,53781.0,68190.0,8.89,13.21,36.65,26.79,88.48,4.32
17145,Perry County,IL,114989.54,124356.9,46598.0,67372.0,11.11,11.46,8.15,44.58,49.17,0.35
17147,Piatt County,IL,153066.15,211006.77,65122.0,93892.0,10.58,13.95,37.85,44.18,90.14,3.37
17155,Putnam County,IL,91937.68,180048.74,60590.0,81998.0,6.83,13.63,95.84,35.33,170.12,6.8
17161,Rock Island County,IL,112179.96,150255.68,50419.0,67335.0,10.01,13.85,33.94,33.55,84.75,3.84
17163,Saint Clair County,IL,117029.28,173576.5,50416.0,78110.0,10.45,13.8,48.32,54.93,104.58,3.35
17165,Saline County,IL,113102.54,103022.04,40873.0,55561.0,12.45,11.51,-8.91,35.94,25.64,-0.94
17167,Sangamon County,IL,133441.28,177917.49,57591.0,78931.0,10.43,13.99,33.33,37.05,83.9,3.56
17173,Shelby County,IL,101134.12,154326.22,49633.0,75612.0,9.17,12.67,52.6,52.34,110.48,3.5
17175,Stark County,IL,111740.79,129771.33,50083.0,69557.0,10.04,11.58,16.14,38.88,60.19,1.54
17177,Stephenson County,IL,70938.72,136180.95,46430.0,64425.0,6.88,13.12,91.97,38.76,164.79,6.25
17179,Tazewell County,IL,124759.47,163519.49,57747.0,78573.0,9.72,12.92,31.07,36.06,80.78,3.2
17183,Vermilion County,IL,76275.03,102189.23,44705.0,62150.0,7.68,10.21,33.97,39.02,84.79,2.53
17187,Warren County,IL,86245.63,117337.53,46189.0,65671.0,8.4,11.09,36.05,42.18,87.66,2.69
17189,Washington County,IL,101419.96,148592.94,57019.0,81555.0,8.01,11.31,46.51,43.03,102.09,3.31
17191,Wayne County,IL,124956.2,131684.09,47995.0,61720.0,11.72,13.25,5.38,28.6,45.36,1.53
17195,Whiteside County,IL,103801.81,138138.94,45463.0,67711.0,10.28,12.67,33.08,48.94,83.56,2.39
17197,Will County,IL,213881.6,356180.41,76293.0,109888.0,12.62,20.12,66.53,44.03,129.7,7.5
17199,Williamson County,IL,116571.49,156024.09,47678.0,67879.0,11.0,14.27,33.84,42.37,84.61,3.27
17201,Winnebago County,IL,85495.37,180961.66,50024.0,67363.0,7.69,16.68,111.66,34.66,191.95,8.98
17203,Woodford County,IL,164685.92,204221.26,68233.0,100761.0,10.86,12.58,24.01,47.67,71.04,1.72
18001,Adams County,IN,118540.35,221851.3,49251.0,70816.0,10.83,19.45,87.15,43.79,158.14,8.62
18003,Allen County,IN,115322.1,243694.32,50017.0,70889.0,10.38,21.34,111.32,41.73,191.47,10.96
18005,Bartholomew County,IN,144506.13,260754.89,55580.0,81019.0,11.7,19.98,80.45,45.77,148.89,8.28
18007,Benton County,IN,77477.71,185507.21,50754.0,71407.0,6.87,16.13,139.43,40.69,230.25,9.26
18009,Blackford County,IN,67390.46,127271.73,39611.0,61080.0,7.66,12.94,88.86,54.2,160.49,5.28
18011,Boone County,IN,217107.52,394145.5,75163.0,108013.0,13.0,22.65,81.54,43.71,150.41,9.65
18013,Brown County,IN,167542.75,341545.76,53801.0,78954.0,14.02,26.86,103.86,46.75,181.18,12.84
18015,Carroll County,IN,114697.17,218436.6,52550.0,73200.0,9.82,18.53,90.45,39.3,162.69,8.7
18017,Cass County,IN,78702.99,163751.54,45575.0,62153.0,7.77,16.36,108.06,36.38,186.98,8.58
18019,Clark County,IN,132467.63,254337.16,51614.0,74005.0,11.55,21.34,92.0,43.38,164.83,9.78
18021,Clay County,IN,86242.87,173038.89,48947.0,69967.0,7.93,15.35,100.64,42.94,176.75,7.42
18023,Clinton County,IN,101351.93,206058.53,50342.0,68732.0,9.06,18.61,103.31,36.53,180.43,9.55
18025,Crawford County,IN,76243.12,157393.24,41331.0,60088.0,8.3,16.26,106.44,45.38,184.74,7.96
18027,Daviess County,IN,116493.32,215912.11,47019.0,68390.0,11.15,19.6,85.34,45.45,155.65,8.45
18029,Dearborn County,IN,157919.75,304522.93,64093.0,89808.0,11.09,21.05,92.83,40.12,165.98,9.96
18031,Decatur County,IN,131554.68,238401.79,51625.0,71515.0,11.47,20.7,81.22,38.53,149.96,9.23
18033,De Kalb County,IN,120916.45,227393.14,52382.0,81096.0,10.39,17.41,88.06,54.82,159.39,7.02
18035,Delaware County,IN,78458.7,154588.6,40633.0,55462.0,8.69,17.3,97.03,36.49,171.77,8.61
18037,Dubois County,IN,141175.8,241178.48,57336.0,80326.0,11.08,18.64,70.84,40.1,135.64,7.56
18039,Elkhart County,IN,125358.43,242674.4,50117.0,71053.0,11.26,21.2,93.58,41.77,167.01,9.95
18041,Fayette County,IN,72693.19,146807.27,42538.0,60267.0,7.69,15.12,101.95,41.68,178.56,7.43
18043,Floyd County,IN,153558.6,272457.47,57367.0,76310.0,12.05,22.17,77.43,33.02,144.73,10.12
18045,Fountain County,IN,96272.87,173814.79,51108.0,68344.0,8.48,15.79,80.54,33.72,149.03,7.31
18047,Franklin County,IN,150425.48,278359.09,53263.0,79204.0,12.71,21.82,85.05,48.7,155.24,9.11
18049,Fulton County,IN,102160.81,186364.18,51660.0,64566.0,8.9,17.92,82.42,24.98,151.62,9.02
18051,Gibson County,IN,107853.72,189560.29,53483.0,72427.0,9.08,16.25,75.76,35.42,142.42,7.17
18053,Grant County,IN,79353.17,140127.3,39984.0,52314.0,8.93,16.63,76.59,30.84,143.57,7.7
18055,Greene County,IN,98388.63,174985.0,47952.0,67268.0,9.23,16.15,77.85,40.28,145.31,6.91
18057,Hamilton County,IN,251660.81,448323.48,91844.0,127452.0,12.33,21.84,78.15,38.77,145.72,9.5
18059,Hancock County,IN,167401.32,319439.72,70277.0,96513.0,10.72,20.55,90.82,37.33,163.21,9.83
18061,Harrison County,IN,128917.89,247407.25,53719.0,79264.0,10.8,19.38,91.91,47.55,164.71,8.58
18063,Hendricks County,IN,178399.52,340329.31,73478.0,93476.0,10.93,22.6,90.77,27.22,163.13,11.67
18065,Henry County,IN,85430.97,177695.59,47954.0,67538.0,8.02,16.33,108.0,40.84,186.9,8.32
18067,Howard County,IN,87385.75,171354.91,47390.0,67297.0,8.3,15.81,96.09,42.01,170.47,7.51
18069,Huntington County,IN,104118.92,195661.41,49103.0,72146.0,9.54,16.84,87.92,46.93,159.2,7.29
18071,Jackson County,IN,123059.53,216504.59,45504.0,72024.0,12.17,18.66,75.93,58.28,142.67,6.49
18073,Jasper County,IN,159376.91,276778.68,60195.0,76990.0,11.92,22.32,73.66,27.9,139.54,10.4
18075,Jay County,IN,78480.2,153149.33,42646.0,58963.0,8.28,16.12,95.14,38.26,169.17,7.84
18077,Jefferson County,IN,107227.0,215971.76,47841.0,70467.0,10.09,19.03,101.42,47.29,177.82,8.94
18079,Jennings County,IN,108992.94,204775.01,46047.0,65766.0,10.65,19.33,87.88,42.82,159.15,8.68
18081,Johnson County,IN,156970.67,308023.96,68256.0,95247.0,10.35,20.08,96.23,39.54,170.66,9.73
18083,Knox County,IN,85831.11,148532.39,42818.0,61618.0,9.02,14.96,73.05,43.91,138.69,5.94
18085,Kosciusko County,IN,149262.17,271185.88,54147.0,77464.0,12.41,21.73,81.68,43.06,150.6,9.33
18087,Lagrange County,IN,162666.53,308645.02,56662.0,79761.0,12.92,24.02,89.74,40.77,161.71,11.1
18089,Lake County,IN,129516.73,245584.48,50613.0,73228.0,11.52,20.82,89.62,44.68,161.54,9.3
18091,La Porte County,IN,129617.14,239745.89,47401.0,68116.0,12.31,21.85,84.96,43.7,155.13,9.54
18093,Lawrence County,IN,100045.17,198566.91,46890.0,65270.0,9.6,18.89,98.48,39.2,173.76,9.28
18095,Madison County,IN,74164.7,176652.7,45065.0,60842.0,7.41,18.03,138.19,35.01,228.54,10.62
18097,Marion County,IN,103480.67,229119.19,41407.0,67368.0,11.25,21.11,121.41,62.7,205.4,9.87
18099,Marshall County,IN,133221.36,244273.4,49714.0,68762.0,12.06,22.05,83.36,38.32,152.91,9.99
18101,Martin County,IN,88926.36,188504.16,47717.0,69890.0,8.39,16.74,111.98,46.47,192.39,8.36
18103,Miami County,IN,74030.44,141991.31,46968.0,63980.0,7.09,13.78,91.8,36.22,164.56,6.68
18105,Monroe County,IN,163366.35,304334.92,45341.0,67457.0,16.22,28.01,86.29,48.78,156.95,11.79
18107,Montgomery County,IN,110606.07,207818.54,49425.0,72249.0,10.07,17.86,87.89,46.18,159.16,7.78
18109,Morgan County,IN,148968.75,289675.75,58376.0,79686.0,11.49,22.57,94.45,36.5,168.21,11.08
18111,Newton County,IN,106240.01,209280.91,48316.0,78688.0,9.9,16.51,96.99,62.86,171.71,6.61
18113,Noble County,IN,121695.51,234712.61,51876.0,72859.0,10.56,20.0,92.87,40.45,166.03,9.44
18115,Ohio County,IN,137645.24,262713.53,53177.0,70568.0,11.65,23.11,90.86,32.7,163.26,11.46
18117,Orange County,IN,92785.13,173628.73,40918.0,59152.0,10.21,18.22,87.13,44.56,158.11,8.02
18119,Owen County,IN,107171.99,219396.47,43731.0,68262.0,11.03,19.95,104.71,56.1,182.37,8.92
18121,Parke County,IN,98205.72,194977.08,43637.0,66511.0,10.13,18.2,98.54,52.42,173.85,8.07
18123,Perry County,IN,101107.53,177281.65,47192.0,64109.0,9.64,17.17,75.34,35.85,141.85,7.52
18125,Pike County,IN,82295.28,158919.88,47324.0,79458.0,7.83,12.42,93.11,67.9,166.36,4.59
18127,Porter County,IN,185648.21,321005.22,66070.0,88795.0,12.65,22.44,72.91,34.4,138.5,9.8
18129,Posey County,IN,128379.69,220103.42,58298.0,81600.0,9.91,16.75,71.45,39.97,136.48,6.83
18131,Pulaski County,IN,86469.37,174538.75,47455.0,65929.0,8.2,16.44,101.85,38.93,178.42,8.23
18133,Putnam County,IN,129182.12,258098.17,53910.0,79859.0,10.79,20.06,99.79,48.13,175.58,9.28
18135,Randolph County,IN,75402.11,137827.46,41315.0,62925.0,8.21,13.6,82.79,52.31,152.13,5.38
18137,Ripley County,IN,144564.71,255926.91,51553.0,70676.0,12.62,22.48,77.03,37.09,144.18,9.86
18139,Rush County,IN,103615.24,196017.75,48970.0,66985.0,9.52,18.17,89.18,36.79,160.94,8.64
18141,Saint Joseph County,IN,99642.28,211955.93,46881.0,64573.0,9.57,20.38,112.72,37.74,193.4,10.81
18143,Scott County,IN,95922.72,190152.5,43104.0,62514.0,10.02,18.88,98.24,45.03,173.43,8.87
18145,Shelby County,IN,119080.13,236522.01,54639.0,76907.0,9.81,19.09,98.62,40.75,173.97,9.28
18147,Spencer County,IN,118732.17,214995.2,56451.0,76789.0,9.47,17.38,81.08,36.03,149.76,7.92
18149,Starke County,IN,97264.7,201540.95,48106.0,67134.0,9.1,18.64,107.21,39.55,185.81,9.54
18151,Steuben County,IN,156557.04,292707.6,53191.0,77285.0,13.25,23.51,86.97,45.3,157.89,10.27
18153,Sullivan County,IN,91048.65,145562.61,44939.0,61119.0,9.12,14.79,59.87,36.0,120.52,5.67
18155,Switzerland County,IN,118828.71,223991.27,46344.0,63858.0,11.54,21.78,88.5,37.79,160.0,10.24
18157,Tippecanoe County,IN,143893.96,283549.23,50170.0,68036.0,12.91,25.87,97.05,35.61,171.8,12.96
18159,Tipton County,IN,107393.71,222113.51,56292.0,72684.0,8.59,18.97,106.82,29.12,185.27,10.38
18161,Union County,IN,95686.72,180876.46,45050.0,67286.0,9.56,16.69,89.03,49.36,160.73,7.13
18163,Vanderburgh County,IN,104458.75,187431.16,43823.0,63717.0,10.73,18.26,79.43,45.4,147.49,7.53
18165,Vermillion County,IN,74810.2,128092.08,44376.0,60160.0,7.59,13.22,71.22,35.57,136.17,5.63
18167,Vigo County,IN,88700.26,155219.33,39635.0,57173.0,10.07,16.85,74.99,44.25,141.37,6.78
18169,Wabash County,IN,95417.44,173668.44,48223.0,68224.0,8.91,15.8,82.01,41.48,151.05,6.9
18171,Warren County,IN,102799.92,223429.52,57768.0,81984.0,8.01,16.92,117.34,41.92,199.79,8.91
18173,Warrick County,IN,159375.96,272812.35,66461.0,82097.0,10.79,20.63,71.18,23.53,136.11,9.84
18175,Washington County,IN,110796.33,204893.83,43498.0,66805.0,11.46,19.04,84.93,53.58,155.08,7.58
18177,Wayne County,IN,85258.51,152560.72,41849.0,53395.0,9.17,17.74,78.94,27.59,146.81,8.57
18179,Wells County,IN,122431.77,227714.52,55987.0,76864.0,9.84,18.39,85.99,37.29,156.54,8.55
18181,White County,IN,112216.2,206283.52,50370.0,68828.0,10.03,18.61,83.83,36.64,153.56,8.58
18183,Whitley County,IN,134581.76,260146.85,56142.0,78506.0,10.79,20.57,93.3,39.83,166.62,9.78
19001,Adair County,IA,97333.86,181445.08,51531.0,73642.0,8.5,15.3,86.42,42.91,157.13,6.79
19005,Allamakee County,IA,138869.55,231741.62,47756.0,71728.0,13.09,20.06,66.88,50.2,130.18,6.97
19007,Appanoose County,IA,71612.72,121175.74,41018.0,57459.0,7.86,13.09,69.21,40.08,133.39,5.23
19009,Audubon County,IA,81302.62,143858.8,50948.0,68732.0,7.18,12.99,76.94,34.91,144.06,5.81
19011,Benton County,IA,159548.77,252006.27,65127.0,85848.0,11.03,18.22,57.95,31.82,117.86,7.2
19013,Black Hawk County,IA,126475.54,179655.54,50335.0,70553.0,11.31,15.81,42.05,40.17,95.93,4.5
19015,Boone County,IA,126569.11,215691.02,58010.0,80986.0,9.82,16.53,70.41,39.61,135.05,6.71
19017,Bremer County,IA,167560.63,243924.45,65295.0,83565.0,11.55,18.12,45.57,27.98,100.79,6.57
19019,Buchanan County,IA,130043.23,204159.65,55848.0,81191.0,10.48,15.61,56.99,45.38,116.54,5.13
19021,Buena Vista County,IA,107834.99,185139.55,51991.0,77083.0,9.34,14.91,71.69,48.26,136.81,5.58
19023,Butler County,IA,117070.42,180911.42,54947.0,77322.0,9.59,14.53,54.53,40.72,113.15,4.94
19025,Calhoun County,IA,85245.52,144020.19,49206.0,62385.0,7.8,14.33,68.95,26.78,133.03,6.53
19027,Carroll County,IA,126567.85,190664.08,58575.0,81338.0,9.73,14.55,50.64,38.86,107.78,4.83
19031,Cedar County,IA,141657.37,233687.1,60120.0,84970.0,10.61,17.07,64.97,41.33,127.54,6.47
19033,Cerro Gordo County,IA,109589.97,190052.68,50208.0,73937.0,9.82,15.96,73.42,47.26,139.2,6.13
19035,Cherokee County,IA,90194.86,152514.14,52879.0,82715.0,7.68,11.45,69.09,56.42,133.23,3.77
19037,Chickasaw County,IA,114767.17,198009.52,57559.0,82840.0,8.97,14.84,72.53,43.92,137.98,5.86
19039,Clarke County,IA,105183.87,187140.66,49424.0,68642.0,9.58,16.93,77.92,38.88,145.41,7.35
19041,Clay County,IA,116204.83,181088.31,52584.0,61530.0,9.95,18.27,55.84,17.01,114.95,8.32
19043,Clayton County,IA,154229.69,233967.84,48598.0,77983.0,14.28,18.63,51.7,60.47,109.24,4.34
19045,Clinton County,IA,112672.5,169486.68,52945.0,70546.0,9.58,14.92,50.42,33.24,107.48,5.34
19047,Crawford County,IA,92273.47,168210.72,51834.0,70773.0,8.01,14.76,82.3,36.54,151.44,6.74
19049,Dallas County,IA,238272.26,355532.13,81381.0,99683.0,13.18,22.14,49.21,22.49,105.81,8.96
19051,Davis County,IA,123140.1,219757.12,49851.0,70676.0,11.12,19.3,78.46,41.77,146.15,8.19
19053,Decatur County,IA,131051.25,151215.14,39424.0,56186.0,14.96,16.71,15.39,42.52,59.15,1.75
19055,Delaware County,IA,156565.02,233662.72,59260.0,79407.0,11.89,18.27,49.24,34.0,105.85,6.38
19057,Des Moines County,IA,104665.84,143889.24,50125.0,65796.0,9.4,13.58,37.47,31.26,89.62,4.18
19059,Dickinson County,IA,230301.87,380978.75,56869.0,86022.0,18.23,27.49,65.43,51.26,128.18,9.27
19061,Dubuque County,IA,160566.19,253790.89,57862.0,80355.0,12.49,19.61,58.06,38.87,118.02,7.12
19063,Emmet County,IA,94192.13,138625.39,46092.0,64393.0,9.2,13.36,47.17,39.71,103.0,4.17
19065,Fayette County,IA,84959.26,141552.36,47615.0,63625.0,8.03,13.81,66.61,33.62,129.81,5.78
19067,Floyd County,IA,107501.97,147752.28,49111.0,71848.0,9.85,12.77,37.44,46.3,89.58,2.91
19069,Franklin County,IA,90611.31,144730.06,52975.0,71711.0,7.7,12.53,59.73,35.37,120.31,4.83
19071,Fremont County,IA,93454.94,163004.17,55421.0,70478.0,7.59,14.36,74.42,27.17,140.58,6.77
19073,Greene County,IA,77704.9,160528.28,51002.0,69469.0,6.86,14.35,106.59,36.21,184.95,7.49
19075,Grundy County,IA,125907.92,204168.29,62423.0,84203.0,9.08,15.05,62.16,34.89,123.67,5.97
19077,Guthrie County,IA,145146.7,255087.09,54719.0,75047.0,11.94,21.1,75.74,37.15,142.41,9.16
19081,Hancock County,IA,97420.34,174036.64,56746.0,67667.0,7.73,15.97,78.65,19.25,146.41,8.24
19085,Harrison County,IA,133726.83,203685.11,57244.0,84402.0,10.51,14.98,52.31,47.44,110.09,4.47
19087,Henry County,IA,114980.67,180953.59,50241.0,69313.0,10.3,16.21,57.38,37.96,117.07,5.91
19089,Howard County,IA,102940.14,182561.43,50602.0,71163.0,9.16,15.93,77.35,40.63,144.62,6.77
19091,Humboldt County,IA,93213.0,150960.72,52702.0,75434.0,7.96,12.42,61.95,43.13,123.38,4.46
19093,Ida County,IA,112495.12,168031.4,53804.0,72456.0,9.41,14.4,49.37,34.67,106.03,4.99
19095,Iowa County,IA,135155.8,214051.05,63185.0,78465.0,9.63,16.94,58.37,24.18,118.45,7.31
19097,Jackson County,IA,125817.53,221122.76,49956.0,71135.0,11.34,19.3,75.75,42.4,142.41,7.96
19099,Jasper County,IA,115765.67,213143.58,53765.0,74790.0,9.69,17.69,84.12,39.11,153.96,8.0
19101,Jefferson County,IA,113323.38,172513.37,43495.0,63788.0,11.73,16.79,52.23,46.66,109.98,5.06
19103,Johnson County,IA,203870.08,294837.78,57706.0,77124.0,15.9,23.73,44.62,33.65,99.48,7.83
19105,Jones County,IA,158620.17,219512.34,55789.0,76093.0,12.8,17.91,38.39,36.39,90.88,5.11
19107,Keokuk County,IA,95727.17,132158.76,50054.0,56316.0,8.61,14.57,38.06,12.51,90.43,5.96
19109,Kossuth County,IA,109571.18,165131.71,52433.0,73860.0,9.41,13.88,50.71,40.87,107.87,4.47
19111,Lee County,IA,90338.71,123756.16,45428.0,63479.0,8.95,12.1,36.99,39.74,88.95,3.15
19113,Linn County,IA,151573.53,228898.32,58142.0,75639.0,11.73,18.79,51.01,30.09,108.3,7.05
19115,Louisa County,IA,97818.52,161079.06,53197.0,72753.0,8.28,13.75,64.67,36.76,127.13,5.47
19117,Lucas County,IA,84748.09,177768.68,46933.0,61457.0,8.13,17.96,109.76,30.95,189.33,9.83
19119,Lyon County,IA,122739.36,225707.51,64057.0,85185.0,8.62,16.45,83.89,32.98,153.65,7.83
19121,Madison County,IA,161555.96,326001.31,65294.0,90539.0,11.14,22.35,101.79,38.66,178.33,11.22
19123,Mahaska County,IA,104647.19,181993.53,50335.0,72199.0,9.36,15.65,73.91,43.44,139.88,6.29
19125,Marion County,IA,139577.47,258582.46,57411.0,81672.0,10.94,19.66,85.26,42.26,155.53,8.71
19127,Marshall County,IA,102716.05,183340.38,53980.0,68660.0,8.56,16.58,78.49,27.2,146.2,8.01
19129,Mills County,IA,155406.37,264782.99,62507.0,88809.0,11.19,18.51,70.38,42.08,135.01,7.32
19131,Mitchell County,IA,109550.14,196493.59,61352.0,84344.0,8.04,14.46,79.36,37.48,147.4,6.43
19133,Monona County,IA,89011.88,158751.7,43991.0,68168.0,9.11,14.46,78.35,54.96,146.0,5.35
19135,Monroe County,IA,71284.27,164635.96,48181.0,69366.0,6.66,14.73,130.96,43.97,218.56,8.08
19137,Montgomery County,IA,86183.33,137747.46,43210.0,63117.0,8.98,13.55,59.83,46.07,120.46,4.57
19139,Muscatine County,IA,123425.77,188932.17,53401.0,71330.0,10.4,16.44,53.07,33.57,111.14,6.04
19141,O Brien County,IA,103298.78,167494.57,53907.0,69967.0,8.62,14.86,62.15,29.79,123.65,6.24
19143,Osceola County,IA,84497.57,155821.0,54415.0,73397.0,6.99,13.18,84.41,34.88,154.36,6.19
19145,Page County,IA,86172.23,142089.18,46870.0,64193.0,8.28,13.74,64.89,36.96,127.44,5.47
19147,Palo Alto County,IA,100553.98,153887.6,48992.0,67377.0,9.24,14.18,53.04,37.53,111.09,4.94
19149,Plymouth County,IA,158121.35,267241.01,61929.0,88903.0,11.49,18.66,69.01,43.56,133.12,7.17
19153,Polk County,IA,163027.37,275869.7,60436.0,82960.0,12.14,20.64,69.22,37.27,133.4,8.5
19155,Pottawattamie County,IA,126898.18,230162.04,52927.0,73799.0,10.79,19.36,81.38,39.44,150.17,8.57
19157,Poweshiek County,IA,129861.69,198241.41,52861.0,72929.0,11.06,16.88,52.66,37.96,110.56,5.82
19159,Ringgold County,IA,101326.95,170280.59,45870.0,62608.0,9.94,16.88,68.05,36.49,131.8,6.94
19161,Sac County,IA,87398.27,155511.63,52506.0,73294.0,7.49,13.17,77.93,39.59,145.43,5.68
19163,Scott County,IA,159843.02,236021.98,58160.0,78991.0,12.37,18.55,47.66,35.82,103.67,6.18
19165,Shelby County,IA,114857.19,195664.02,54614.0,78108.0,9.47,15.55,70.35,43.02,134.97,6.09
19167,Sioux County,IA,173103.96,288152.21,62875.0,81746.0,12.39,21.88,66.46,30.01,129.6,9.49
19169,Story County,IA,189099.09,279692.18,51706.0,69868.0,16.46,24.85,47.91,35.13,104.01,8.39
19171,Tama County,IA,100344.91,159684.82,59226.0,73493.0,7.63,13.49,59.14,24.09,119.5,5.86
19173,Taylor County,IA,69683.87,125307.39,46466.0,63373.0,6.75,12.28,79.82,36.39,148.03,5.53
19175,Union County,IA,88677.57,143556.1,45010.0,63997.0,8.87,13.93,61.89,42.18,123.29,5.06
19177,Van Buren County,IA,79929.79,176083.07,43653.0,60881.0,8.24,17.96,120.3,39.47,203.86,9.71
19179,Wapello County,IA,88988.89,129800.26,44738.0,67370.0,8.95,11.96,45.86,50.59,101.19,3.01
19181,Warren County,IA,185182.13,311690.79,67728.0,101640.0,12.31,19.04,68.32,50.07,132.16,6.73
19183,Washington County,IA,129524.55,218112.13,55283.0,77916.0,10.55,17.38,68.39,40.94,132.27,6.83
19185,Wayne County,IA,70535.97,131205.15,44381.0,62202.0,7.15,13.1,86.01,40.15,156.57,5.94
19187,Webster County,IA,88712.47,135472.56,44922.0,66298.0,8.89,12.69,52.71,47.58,110.64,3.8
19189,Winnebago County,IA,101407.0,145571.03,48408.0,71443.0,9.43,12.65,43.55,47.59,98.0,3.22
19191,Winneshiek County,IA,178162.51,289224.84,59096.0,79996.0,13.57,22.45,62.34,35.37,123.92,8.88
19193,Woodbury County,IA,109418.81,199683.57,50774.0,76974.0,9.7,16.1,82.49,51.6,151.72,6.41
19195,Worth County,IA,105578.61,174375.34,50761.0,74047.0,9.36,14.62,65.16,45.87,127.81,5.26
19197,Wright County,IA,77780.55,125832.54,49882.0,69241.0,7.02,11.28,61.78,38.81,123.14,4.26
20001,Allen County,KS,68236.65,112229.08,41604.0,59080.0,7.38,11.79,64.47,42.01,126.86,4.41
20003,Anderson County,KS,77640.18,176703.58,47267.0,66145.0,7.39,16.58,127.59,39.94,213.92,9.19
20005,Atchison County,KS,82269.57,167340.92,46110.0,65578.0,8.03,15.84,103.41,42.22,180.56,7.81
20011,Bourbon County,KS,69318.31,129979.46,39609.0,57131.0,7.88,14.12,87.51,44.24,158.64,6.25
20013,Brown County,KS,72384.71,138063.91,46884.0,62180.0,6.95,13.78,90.74,32.63,163.09,6.84
20015,Butler County,KS,135544.69,232793.87,61473.0,83150.0,9.92,17.38,71.75,35.26,136.89,7.46
20021,Cherokee County,KS,72582.7,121820.32,39842.0,57750.0,8.2,13.1,67.84,44.95,131.5,4.9
20031,Coffey County,KS,95557.08,177149.63,57160.0,72961.0,7.52,15.07,85.39,27.64,155.71,7.55
20035,Cowley County,KS,66371.65,117655.79,47851.0,60819.0,6.24,12.01,77.27,27.1,144.51,5.77
20037,Crawford County,KS,85835.27,137211.07,38139.0,55652.0,10.13,15.31,59.85,45.92,120.49,5.18
20041,Dickinson County,KS,107254.65,157622.12,47570.0,68772.0,10.15,14.23,46.96,44.57,102.71,4.08
20043,Doniphan County,KS,73762.8,140174.23,47000.0,70442.0,7.06,12.35,90.03,49.88,162.12,5.29
20045,Douglas County,KS,175688.82,317376.74,52447.0,73332.0,15.08,26.87,80.65,39.82,149.17,11.79
20055,Finney County,KS,142600.37,233681.62,53245.0,70195.0,12.05,20.67,63.87,31.83,126.03,8.61
20059,Franklin County,KS,108360.83,230930.7,51484.0,72458.0,9.47,19.79,113.11,40.74,193.95,10.31
20061,Geary County,KS,151644.93,192823.32,45590.0,62304.0,14.97,19.21,27.15,36.66,75.39,4.24
20079,Harvey County,KS,106449.67,178493.67,55470.0,77273.0,8.64,14.34,67.68,39.31,131.28,5.7
20087,Jefferson County,KS,126070.12,264705.64,59080.0,89065.0,9.6,18.45,109.97,50.75,189.61,8.85
20091,Johnson County,KS,246963.91,436041.96,83007.0,109357.0,13.39,24.75,76.56,31.74,143.53,11.36
20095,Kingman County,KS,88811.68,162540.6,52907.0,67768.0,7.56,14.89,83.02,28.09,152.44,7.33
20103,Leavenworth County,KS,167939.08,325333.59,61465.0,91056.0,12.3,22.18,93.72,48.14,167.2,9.88
20107,Linn County,KS,75168.52,160940.5,46065.0,67904.0,7.34,14.71,114.11,47.41,195.32,7.37
20111,Lyon County,KS,101502.89,178332.1,39562.0,58892.0,11.55,18.8,75.69,48.86,142.33,7.25
